"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"IN018103100","PATIALA, IN","1975-03-20",,,"66","86","57"
"IN018103100","PATIALA, IN","1975-03-24",,,"75",,"55"
"IN018103100","PATIALA, IN","1975-04-06",,,"80",,"72"
"IN018103100","PATIALA, IN","1975-04-08",,,"76","86",
"IN018103100","PATIALA, IN","1975-04-09",,,"77","86","59"
"IN018103100","PATIALA, IN","1975-04-12",,,"79","95",
"IN018103100","PATIALA, IN","1975-04-13",,,"78",,"63"
"IN018103100","PATIALA, IN","1975-04-14",,,"80","95",
"IN018103100","PATIALA, IN","1975-04-15",,,"73",,"63"
"IN018103100","PATIALA, IN","1975-04-17",,,"88","97","66"
"IN018103100","PATIALA, IN","1975-04-20",,,"90",,
"IN018103100","PATIALA, IN","1975-04-22",,,"79",,
"IN018103100","PATIALA, IN","1975-04-23",,,"83","99","72"
"IN018103100","PATIALA, IN","1975-04-27",,,"77","97","73"
"IN018103100","PATIALA, IN","1975-04-28",,,"79",,
"IN018103100","PATIALA, IN","1975-04-29",,,"84",,"66"
"IN018103100","PATIALA, IN","1975-05-01",,,"83",,
"IN018103100","PATIALA, IN","1975-05-02",,,"91",,"73"
"IN018103100","PATIALA, IN","1975-05-04",,,"82",,"66"
"IN018103100","PATIALA, IN","1975-05-08",,,"92","102","66"
"IN018103100","PATIALA, IN","1975-05-09",,,"94",,"77"
"IN018103100","PATIALA, IN","1975-05-10",,,"83",,
"IN018103100","PATIALA, IN","1975-05-11",,,"89",,
"IN018103100","PATIALA, IN","1975-05-12",,,"92","108","75"
"IN018103100","PATIALA, IN","1975-05-15",,,"98","102",
"IN018103100","PATIALA, IN","1975-05-16",,,"93",,"84"
"IN018103100","PATIALA, IN","1975-05-19",,,"90","100",
"IN018103100","PATIALA, IN","1975-05-22",,,"92","100",
"IN018103100","PATIALA, IN","1975-05-26",,,"94","102",
"IN018103100","PATIALA, IN","1975-05-27",,,"92",,"77"
"IN018103100","PATIALA, IN","1975-05-28",,,"97","108",
"IN018103100","PATIALA, IN","1975-05-29",,,"97",,
"IN018103100","PATIALA, IN","1975-05-30",,,"96","108","79"
"IN018103100","PATIALA, IN","1975-06-01",,,"88","99","75"
"IN018103100","PATIALA, IN","1975-06-02",,,"81",,"75"
"IN018103100","PATIALA, IN","1975-06-03",,,"82","102",
"IN018103100","PATIALA, IN","1975-06-04",,,"87",,"73"
"IN018103100","PATIALA, IN","1975-06-05",,,"90","102","75"
"IN018103100","PATIALA, IN","1975-06-06",,,"94","106","79"
"IN018103100","PATIALA, IN","1975-06-07",,,"87","100",
"IN018103100","PATIALA, IN","1975-06-11",,,"88",,"77"
"IN018103100","PATIALA, IN","1975-06-12",,,"90","106","79"
"IN018103100","PATIALA, IN","1975-06-13",,,"90",,"81"
"IN018103100","PATIALA, IN","1975-06-14",,,"94",,"79"
"IN018103100","PATIALA, IN","1975-06-15",,,"101",,"75"
"IN018103100","PATIALA, IN","1975-06-16",,,"93",,"79"
"IN018103100","PATIALA, IN","1975-06-17",,,"97","109","86"
"IN018103100","PATIALA, IN","1975-06-19",,,"83","91","79"
"IN018103100","PATIALA, IN","1975-06-20",,,"88","93","79"
"IN018103100","PATIALA, IN","1975-06-21",,,"87",,"77"
"IN018103100","PATIALA, IN","1975-06-22",,,"82","93",
"IN018103100","PATIALA, IN","1975-06-25",,,"91","108","77"
"IN018103100","PATIALA, IN","1975-07-01",,,"81","90",
"IN018103100","PATIALA, IN","1975-07-03",,,"93","104",
"IN018103100","PATIALA, IN","1975-07-04",,,"87",,
"IN018103100","PATIALA, IN","1975-07-05",,,"82",,"70"
"IN018103100","PATIALA, IN","1975-07-06",,,"89","99","79"
"IN018103100","PATIALA, IN","1975-07-09",,,"86",,"77"
"IN018103100","PATIALA, IN","1975-07-11",,,"87",,
"IN018103100","PATIALA, IN","1975-07-12",,,"87","99","81"
"IN018103100","PATIALA, IN","1975-07-14",,,"84","93",
"IN018103100","PATIALA, IN","1975-07-15",,,"83","91",
"IN018103100","PATIALA, IN","1975-07-16",,,"79",,
"IN018103100","PATIALA, IN","1975-07-17",,,"81","91",
"IN018103100","PATIALA, IN","1975-07-19",,,"81",,
"IN018103100","PATIALA, IN","1975-07-20",,,"79",,"77"
"IN018103100","PATIALA, IN","1975-07-21",,,"77",,"75"
"IN018103100","PATIALA, IN","1975-07-22",,,"76",,"73"
"IN018103100","PATIALA, IN","1975-07-23",,,"81","88","75"
"IN018103100","PATIALA, IN","1975-07-24",,,"81",,"77"
"IN018103100","PATIALA, IN","1975-07-25",,,"87","93",
"IN018103100","PATIALA, IN","1975-07-26",,,"88","95",
"IN018103100","PATIALA, IN","1975-07-27",,,"86","93","81"
"IN018103100","PATIALA, IN","1975-07-28",,,"81",,
"IN018103100","PATIALA, IN","1975-07-29",,,"83","93",
"IN018103100","PATIALA, IN","1975-07-30",,,"85",,"77"
"IN018103100","PATIALA, IN","1975-07-31",,,"88",,
"IN018103100","PATIALA, IN","1975-08-01",,,"81","84",
"IN018103100","PATIALA, IN","1975-08-03",,,"79","88",
"IN018103100","PATIALA, IN","1975-08-04",,,"79","86","72"
"IN018103100","PATIALA, IN","1975-08-06",,,"78","84","75"
"IN018103100","PATIALA, IN","1975-08-08",,,"88","95","81"
"IN018103100","PATIALA, IN","1975-08-09",,,"89","97","82"
"IN018103100","PATIALA, IN","1975-08-10",,,"86","95",
"IN018103100","PATIALA, IN","1975-08-11",,,"84","95",
"IN018103100","PATIALA, IN","1975-08-12",,,"78",,
"IN018103100","PATIALA, IN","1975-08-13",,,"82",,
"IN018103100","PATIALA, IN","1975-08-14",,,"87",,
"IN018103100","PATIALA, IN","1975-08-15",,,"81","88",
"IN018103100","PATIALA, IN","1975-08-16",,,"85","93","77"
"IN018103100","PATIALA, IN","1975-08-18",,,"86","93","81"
"IN018103100","PATIALA, IN","1975-08-20",,,"79","84",
"IN018103100","PATIALA, IN","1975-08-21",,,"79","90",
"IN018103100","PATIALA, IN","1975-08-22",,,"74",,
"IN018103100","PATIALA, IN","1975-08-23",,,"78","84",
"IN018103100","PATIALA, IN","1975-08-24",,,"77",,
"IN018103100","PATIALA, IN","1975-08-25",,,"83",,"75"
"IN018103100","PATIALA, IN","1975-08-26",,,"84",,"77"
"IN018103100","PATIALA, IN","1975-08-27",,,"86",,
"IN018103100","PATIALA, IN","1975-08-28",,,"80",,
"IN018103100","PATIALA, IN","1975-08-29",,,"83",,"77"
"IN018103100","PATIALA, IN","1975-08-31",,,"84",,"79"
"IN018103100","PATIALA, IN","1976-12-04","0.00",,"56",,"50"
"IN018103100","PATIALA, IN","1976-12-05",,,"60",,
"IN018103100","PATIALA, IN","1976-12-06",,,"58","75",
"IN018103100","PATIALA, IN","1976-12-09",,,"57","72",
"IN018103100","PATIALA, IN","1976-12-12",,,"54","70",
"IN018103100","PATIALA, IN","1976-12-14",,,"50",,
"IN018103100","PATIALA, IN","1976-12-21","0.00",,"54","72","41"
"IN018103100","PATIALA, IN","1976-12-22",,,"56","72",
"IN018103100","PATIALA, IN","1976-12-23",,,"59","72",
"IN018103100","PATIALA, IN","1976-12-24","0.00",,"59","72","48"
"IN018103100","PATIALA, IN","1976-12-26","0.00",,"58","73","45"
"IN018103100","PATIALA, IN","1976-12-28","0.00",,"54","70","41"
"IN018103100","PATIALA, IN","1976-12-29","0.00",,"55","68",
"IN018103100","PATIALA, IN","1976-12-30","0.00",,"54","66","39"
"IN018103100","PATIALA, IN","1976-12-31","0.00",,"55","68","39"
"IN018103100","PATIALA, IN","1977-01-01","0.00",,,,
"IN018103100","PATIALA, IN","1977-01-02","0.00",,"54","68","43"
"IN018103100","PATIALA, IN","1977-01-03","0.00",,,,
"IN018103100","PATIALA, IN","1977-01-04","0.00",,,,
"IN018103100","PATIALA, IN","1977-01-05","0.00",,"70",,
"IN018103100","PATIALA, IN","1977-01-06","0.00",,"57","75",
"IN018103100","PATIALA, IN","1977-01-07","0.00",,"54",,
"IN018103100","PATIALA, IN","1977-01-08","0.00",,,,
"IN018103100","PATIALA, IN","1977-01-09","0.00",,"60","72",
"IN018103100","PATIALA, IN","1977-01-10","0.00",,"59","64","54"
"IN018103100","PATIALA, IN","1977-01-11","0.38",,"55","70",
"IN018103100","PATIALA, IN","1977-01-12","0.00",,"50","63",
"IN018103100","PATIALA, IN","1977-01-13","0.00",,"51","68","39"
"IN018103100","PATIALA, IN","1977-01-14","0.00",,,,
"IN018103100","PATIALA, IN","1977-01-15","0.00",,,,
"IN018103100","PATIALA, IN","1977-01-16","0.00",,"54","64","43"
"IN018103100","PATIALA, IN","1977-01-17","0.00",,,,
"IN018103100","PATIALA, IN","1977-01-18","0.00",,,,
"IN018103100","PATIALA, IN","1977-01-19","0.00",,,,
"IN018103100","PATIALA, IN","1977-01-20","0.00",,"53","66","39"
"IN018103100","PATIALA, IN","1977-01-21","0.00",,,,
"IN018103100","PATIALA, IN","1977-01-22","0.00",,"47","59","36"
"IN018103100","PATIALA, IN","1977-01-23","0.26",,"52",,
"IN018103100","PATIALA, IN","1977-01-24","0.80",,,,
"IN018103100","PATIALA, IN","1977-01-25","3.11",,,,
"IN018103100","PATIALA, IN","1977-01-26","0.00",,,,
"IN018103100","PATIALA, IN","1977-01-27","0.00",,"55","61",
"IN018103100","PATIALA, IN","1977-01-28","0.00",,"46",,"41"
"IN018103100","PATIALA, IN","1977-01-29","0.00",,"48",,"37"
"IN018103100","PATIALA, IN","1977-01-30","0.00",,"49","61",
"IN018103100","PATIALA, IN","1977-01-31","0.00",,"51","68","41"
"IN018103100","PATIALA, IN","1977-02-01","0.00",,"60","70",
"IN018103100","PATIALA, IN","1977-02-02","0.00",,,,
"IN018103100","PATIALA, IN","1977-02-03","0.00",,"54",,"46"
"IN018103100","PATIALA, IN","1977-02-04","0.00",,,,
"IN018103100","PATIALA, IN","1977-02-05","0.00",,"51","66","43"
"IN018103100","PATIALA, IN","1977-02-06","0.00",,"50","66",
"IN018103100","PATIALA, IN","1977-02-07","0.00",,"53","66","39"
"IN018103100","PATIALA, IN","1977-02-08","0.00",,"55","70","41"
"IN018103100","PATIALA, IN","1977-02-09","0.00",,"60","72","43"
"IN018103100","PATIALA, IN","1977-02-10","0.00",,"60",,"43"
"IN018103100","PATIALA, IN","1977-02-11","0.00",,"56","73","43"
"IN018103100","PATIALA, IN","1977-02-12","0.00",,"57","73","45"
"IN018103100","PATIALA, IN","1977-02-13","0.00",,"58","75",
"IN018103100","PATIALA, IN","1977-02-14","0.00",,"63","75","48"
"IN018103100","PATIALA, IN","1977-02-15","0.00",,"63","77","52"
"IN018103100","PATIALA, IN","1977-02-16","0.00",,,,
"IN018103100","PATIALA, IN","1977-02-17","0.00",,"62",,"43"
"IN018103100","PATIALA, IN","1977-02-18","0.00",,,,
"IN018103100","PATIALA, IN","1977-02-19","0.00",,"64","81",
"IN018103100","PATIALA, IN","1977-02-20","0.00",,"62","77","48"
"IN018103100","PATIALA, IN","1977-02-21","0.00",,"67","79",
"IN018103100","PATIALA, IN","1977-02-22","0.00",,"67","79",
"IN018103100","PATIALA, IN","1977-02-23","0.00",,"61","77","41"
"IN018103100","PATIALA, IN","1977-02-24","0.00",,"61","68","52"
"IN018103100","PATIALA, IN","1977-02-25","0.07",,"61","72","48"
"IN018103100","PATIALA, IN","1977-02-26","0.00",,"61","70",
"IN018103100","PATIALA, IN","1977-02-27","0.00",,"66","79","54"
"IN018103100","PATIALA, IN","1977-02-28","0.00",,"61","77",
"IN018103100","PATIALA, IN","1977-03-01","0.00",,"64","75",
"IN018103100","PATIALA, IN","1977-03-02","0.00",,,,
"IN018103100","PATIALA, IN","1977-03-03","0.00",,"65","79",
"IN018103100","PATIALA, IN","1977-03-04","0.00",,"69",,
"IN018103100","PATIALA, IN","1977-03-05","0.00",,"62","79",
"IN018103100","PATIALA, IN","1977-03-06","0.00",,"65","81","48"
"IN018103100","PATIALA, IN","1977-03-07","0.00",,"67","82","52"
"IN018103100","PATIALA, IN","1977-03-08","0.00",,"71","84","52"
"IN018103100","PATIALA, IN","1977-03-09","0.00",,,,
"IN018103100","PATIALA, IN","1977-03-10","0.00",,"70","88",
"IN018103100","PATIALA, IN","1977-03-11","0.00",,"68",,"55"
"IN018103100","PATIALA, IN","1977-03-12","0.00",,,,
"IN018103100","PATIALA, IN","1977-03-13","0.00",,"67","88","54"
"IN018103100","PATIALA, IN","1977-03-14","0.00",,,,
"IN018103100","PATIALA, IN","1977-03-15","0.00",,"76","90","63"
"IN018103100","PATIALA, IN","1977-03-16","0.00",,"76","90","63"
"IN018103100","PATIALA, IN","1977-03-17","0.00",,"71","84","55"
"IN018103100","PATIALA, IN","1977-03-18","0.00",,"68","84",
"IN018103100","PATIALA, IN","1977-03-19","0.00",,"62",,
"IN018103100","PATIALA, IN","1977-03-20","0.00",,"65","84","50"
"IN018103100","PATIALA, IN","1977-03-21","0.00",,"69",,
"IN018103100","PATIALA, IN","1977-03-22","0.00",,"79","91","54"
"IN018103100","PATIALA, IN","1977-03-23","0.00",,"83",,"57"
"IN018103100","PATIALA, IN","1977-03-24","0.00",,"80","95",
"IN018103100","PATIALA, IN","1977-03-25","0.00",,"80","95","61"
"IN018103100","PATIALA, IN","1977-03-26","0.48",,,,
"IN018103100","PATIALA, IN","1977-03-27","0.02",,"72","88","61"
"IN018103100","PATIALA, IN","1977-03-28","0.00",,"77","90",
"IN018103100","PATIALA, IN","1977-03-29","0.00",,,,
"IN018103100","PATIALA, IN","1977-03-30","0.00",,"79","91",
"IN018103100","PATIALA, IN","1977-03-31","0.00",,,,
"IN018103100","PATIALA, IN","1977-04-01","0.00",,"78","91",
"IN018103100","PATIALA, IN","1977-04-02","0.00",,,,
"IN018103100","PATIALA, IN","1977-04-03","0.00",,,,
"IN018103100","PATIALA, IN","1977-04-04","0.00",,"81","97",
"IN018103100","PATIALA, IN","1977-04-05","0.00",,"77","90","70"
"IN018103100","PATIALA, IN","1977-04-06","0.00",,"72","82","66"
"IN018103100","PATIALA, IN","1977-04-07","0.00",,"72","86","61"
"IN018103100","PATIALA, IN","1977-04-08","0.00",,"74","88",
"IN018103100","PATIALA, IN","1977-04-09","0.00",,"78","88",
"IN018103100","PATIALA, IN","1977-04-10","0.00",,"79","91",
"IN018103100","PATIALA, IN","1977-04-11","0.00",,"81","91",
"IN018103100","PATIALA, IN","1977-04-12","0.00",,"81","93","66"
"IN018103100","PATIALA, IN","1977-04-13","0.00",,,,
"IN018103100","PATIALA, IN","1977-04-14","0.10",,"71","81",
"IN018103100","PATIALA, IN","1977-04-15","0.43",,"75","84",
"IN018103100","PATIALA, IN","1977-04-16","0.00",,"74","91",
"IN018103100","PATIALA, IN","1977-04-17","0.00",,"82","90",
"IN018103100","PATIALA, IN","1977-04-18","0.03",,"73","82","70"
"IN018103100","PATIALA, IN","1977-04-19","0.19",,"74","90",
"IN018103100","PATIALA, IN","1977-04-20","0.00",,,,
"IN018103100","PATIALA, IN","1977-04-21","0.00",,"80","91","61"
"IN018103100","PATIALA, IN","1977-04-22","0.00",,"86",,"68"
"IN018103100","PATIALA, IN","1977-04-23","0.00",,,,
"IN018103100","PATIALA, IN","1977-04-24","0.00",,"88",,
"IN018103100","PATIALA, IN","1977-04-25","0.00",,"90","102",
"IN018103100","PATIALA, IN","1977-04-26","0.00",,"88","102",
"IN018103100","PATIALA, IN","1977-04-27","0.00",,,,
"IN018103100","PATIALA, IN","1977-04-28","0.02",,"82","100","75"
"IN018103100","PATIALA, IN","1977-04-29","0.02",,,,
"IN018103100","PATIALA, IN","1977-04-30","0.79",,"73","90","64"
"IN018103100","PATIALA, IN","1977-05-01","0.08",,,,
"IN018103100","PATIALA, IN","1977-05-02","0.00",,"79","91","66"
"IN018103100","PATIALA, IN","1977-05-03","1.23",,,,
"IN018103100","PATIALA, IN","1977-05-04","0.91",,"73","82","63"
"IN018103100","PATIALA, IN","1977-05-05","0.00",,"81","90","64"
"IN018103100","PATIALA, IN","1977-05-06","0.00",,"80","91","68"
"IN018103100","PATIALA, IN","1977-05-07","0.17",,"81","91","68"
"IN018103100","PATIALA, IN","1977-05-08","0.00",,"88","95",
"IN018103100","PATIALA, IN","1977-05-09","0.00",,"71",,
"IN018103100","PATIALA, IN","1977-05-10","1.17",,"78","90","63"
"IN018103100","PATIALA, IN","1977-05-11","0.00",,"77",,"70"
"IN018103100","PATIALA, IN","1977-05-12","0.00",,"87","95","68"
"IN018103100","PATIALA, IN","1977-05-13","0.00",,"89","99","73"
"IN018103100","PATIALA, IN","1977-05-14","0.19",,"80","97","68"
"IN018103100","PATIALA, IN","1977-05-15","0.00",,,,
"IN018103100","PATIALA, IN","1977-05-16","1.20",,"86","91",
"IN018103100","PATIALA, IN","1977-05-17","0.00",,"87","97","68"
"IN018103100","PATIALA, IN","1977-05-18","0.00",,"86",,
"IN018103100","PATIALA, IN","1977-05-19","0.00",,"99","108","73"
"IN018103100","PATIALA, IN","1977-05-20","0.00",,"95","108","75"
"IN018103100","PATIALA, IN","1977-05-21","0.00",,,,
"IN018103100","PATIALA, IN","1977-05-22","0.00",,"91",,
"IN018103100","PATIALA, IN","1977-05-23","0.00",,"92","106",
"IN018103100","PATIALA, IN","1977-05-24","0.00",,"83","104","77"
"IN018103100","PATIALA, IN","1977-05-25","0.00",,"95","104",
"IN018103100","PATIALA, IN","1977-05-26","0.00",,"85","97",
"IN018103100","PATIALA, IN","1977-05-27","0.07",,"89","104",
"IN018103100","PATIALA, IN","1977-05-28","0.00",,"87","100","79"
"IN018103100","PATIALA, IN","1977-05-29","0.00",,"89",,
"IN018103100","PATIALA, IN","1977-05-30","0.00",,"91","104","77"
"IN018103100","PATIALA, IN","1977-05-31","0.00",,"93","106","75"
"IN018103100","PATIALA, IN","1977-06-01","0.00",,"94","108",
"IN018103100","PATIALA, IN","1977-06-02","0.00",,"93","109","75"
"IN018103100","PATIALA, IN","1977-06-03","0.00",,"98",,"75"
"IN018103100","PATIALA, IN","1977-06-04","0.00",,"97","111","77"
"IN018103100","PATIALA, IN","1977-06-05","0.00",,"93","111",
"IN018103100","PATIALA, IN","1977-06-06","0.00",,"88","104",
"IN018103100","PATIALA, IN","1977-06-07","0.00",,"90","106",
"IN018103100","PATIALA, IN","1977-06-08","0.03",,"86","102",
"IN018103100","PATIALA, IN","1977-06-09","1.77",,,,
"IN018103100","PATIALA, IN","1977-06-10","0.00",,,,
"IN018103100","PATIALA, IN","1977-06-11","0.00",,"87","102","77"
"IN018103100","PATIALA, IN","1977-06-12","1.72",,"80","91",
"IN018103100","PATIALA, IN","1977-06-13","0.02",,"84","93","75"
"IN018103100","PATIALA, IN","1977-06-14","0.14",,"76",,
"IN018103100","PATIALA, IN","1977-06-15","0.17",,"84","95",
"IN018103100","PATIALA, IN","1977-06-16","0.00",,"87","99","72"
"IN018103100","PATIALA, IN","1977-06-17","0.00",,"90","102","79"
"IN018103100","PATIALA, IN","1977-06-18","0.03",,"81",,
"IN018103100","PATIALA, IN","1977-06-19","0.29",,"87","99",
"IN018103100","PATIALA, IN","1977-06-20","0.00",,"93","104","77"
"IN018103100","PATIALA, IN","1977-06-21","0.00",,"92","104","82"
"IN018103100","PATIALA, IN","1977-06-22","0.00",,"94","106","81"
"IN018103100","PATIALA, IN","1977-06-23","0.00",,,,
"IN018103100","PATIALA, IN","1977-06-24","0.00",,,,
"IN018103100","PATIALA, IN","1977-06-25","1.81",,"78","82",
"IN018103100","PATIALA, IN","1977-06-26","0.68",,"83","90",
"IN018103100","PATIALA, IN","1977-06-27","0.02",,"87","93","77"
"IN018103100","PATIALA, IN","1977-06-28","0.00",,"87","97","81"
"IN018103100","PATIALA, IN","1977-06-29","0.00",,"87",,
"IN018103100","PATIALA, IN","1977-06-30","0.00",,"89","97","81"
"IN018103100","PATIALA, IN","1977-07-01","0.00",,"85","91","81"
"IN018103100","PATIALA, IN","1977-07-02","0.00",,"83","90","81"
"IN018103100","PATIALA, IN","1977-07-03","0.05",,,,
"IN018103100","PATIALA, IN","1977-07-04","0.00",,,,
"IN018103100","PATIALA, IN","1977-07-05","0.00",,,,
"IN018103100","PATIALA, IN","1977-07-06","0.00",,"84",,
"IN018103100","PATIALA, IN","1977-07-07","0.00",,"84","90","81"
"IN018103100","PATIALA, IN","1977-07-08","0.00",,"83","90","81"
"IN018103100","PATIALA, IN","1977-07-09","0.14",,"81","82",
"IN018103100","PATIALA, IN","1977-07-10","0.34",,,,
"IN018103100","PATIALA, IN","1977-07-11","0.00",,"82",,"79"
"IN018103100","PATIALA, IN","1977-07-12","3.13",,"84","90",
"IN018103100","PATIALA, IN","1977-07-13","0.50",,"85","91","79"
"IN018103100","PATIALA, IN","1977-07-14","5.25",,"82",,"79"
"IN018103100","PATIALA, IN","1977-07-15","0.13",,,,
"IN018103100","PATIALA, IN","1977-07-16","3.83",,"79","82","73"
"IN018103100","PATIALA, IN","1977-07-17","0.22",,"82","91","77"
"IN018103100","PATIALA, IN","1977-07-18","0.06",,"85","93","77"
"IN018103100","PATIALA, IN","1977-07-19","0.00",,"83","93","79"
"IN018103100","PATIALA, IN","1977-07-20","1.08",,,,
"IN018103100","PATIALA, IN","1977-07-21","0.12",,"88","95","79"
"IN018103100","PATIALA, IN","1977-07-22","0.00",,"85",,"82"
"IN018103100","PATIALA, IN","1977-07-23","0.00",,"85","95",
"IN018103100","PATIALA, IN","1977-07-24","3.59",,"83","88",
"IN018103100","PATIALA, IN","1977-07-25","3.54",,"80",,"77"
"IN018103100","PATIALA, IN","1977-07-26","0.75",,"82","90","79"
"IN018103100","PATIALA, IN","1977-07-27","0.80",,"82","90",
"IN018103100","PATIALA, IN","1977-07-28","0.00",,"82",,"79"
"IN018103100","PATIALA, IN","1977-07-29","2.40",,"82","90","79"
"IN018103100","PATIALA, IN","1977-07-30","6.59",,"80","90","73"
"IN018103100","PATIALA, IN","1977-07-31","1.49",,,,
"IN018103100","PATIALA, IN","1977-08-01","5.05",,"81","86","77"
"IN018103100","PATIALA, IN","1977-08-02","0.65",,"83","93","79"
"IN018103100","PATIALA, IN","1977-08-03","0.00",,"81",,
"IN018103100","PATIALA, IN","1977-08-04","1.75",,"79",,"77"
"IN018103100","PATIALA, IN","1977-08-05","0.10",,,,
"IN018103100","PATIALA, IN","1977-08-06","0.21",,"81","86",
"IN018103100","PATIALA, IN","1977-08-07","0.72",,"86",,"79"
"IN018103100","PATIALA, IN","1977-08-08","0.00",,"83","91","79"
"IN018103100","PATIALA, IN","1977-08-09","0.37",,"82","90",
"IN018103100","PATIALA, IN","1977-08-10","0.00",,"86","91",
"IN018103100","PATIALA, IN","1977-08-11","0.00",,"86",,
"IN018103100","PATIALA, IN","1977-08-12","0.00",,,,
"IN018103100","PATIALA, IN","1977-08-13","0.00",,"86",,"77"
"IN018103100","PATIALA, IN","1977-08-14","0.00",,"84",,"79"
"IN018103100","PATIALA, IN","1977-08-15","0.83",,,,
"IN018103100","PATIALA, IN","1977-08-16","1.64",,"81",,
"IN018103100","PATIALA, IN","1977-08-17","0.12",,"84",,
"IN018103100","PATIALA, IN","1977-08-18","1.14",,"83","91",
"IN018103100","PATIALA, IN","1977-08-19","0.00",,,,
"IN018103100","PATIALA, IN","1977-08-20","0.00",,"85","93","77"
"IN018103100","PATIALA, IN","1977-08-21","0.00",,"87",,"81"
"IN018103100","PATIALA, IN","1977-08-22","0.00",,"88",,"79"
"IN018103100","PATIALA, IN","1977-08-23","0.00",,"83","93",
"IN018103100","PATIALA, IN","1977-08-24","0.00",,"82","88","79"
"IN018103100","PATIALA, IN","1977-08-25","3.26",,"86",,
"IN018103100","PATIALA, IN","1977-08-26","0.00",,"85","93","79"
"IN018103100","PATIALA, IN","1977-08-27","0.00",,"84","93","79"
"IN018103100","PATIALA, IN","1977-08-28","0.00",,"86","93","79"
"IN018103100","PATIALA, IN","1977-08-29","0.00",,"81","93",
"IN018103100","PATIALA, IN","1977-08-30","3.42",,,,
"IN018103100","PATIALA, IN","1977-08-31","0.06",,"81","90",
"IN018103100","PATIALA, IN","1977-09-01","0.15",,,,
"IN018103100","PATIALA, IN","1977-09-02","5.55",,"83","90",
"IN018103100","PATIALA, IN","1977-09-03","0.06",,,,
"IN018103100","PATIALA, IN","1977-09-04","0.00",,"85","93","77"
"IN018103100","PATIALA, IN","1977-09-05","0.86",,"81","86","77"
"IN018103100","PATIALA, IN","1977-09-06","1.25",,,,
"IN018103100","PATIALA, IN","1977-09-07","0.07",,"80","84",
"IN018103100","PATIALA, IN","1977-09-08","5.23",,,,
"IN018103100","PATIALA, IN","1977-09-09","0.00",,"83","91",
"IN018103100","PATIALA, IN","1977-09-10","0.00",,"82","90",
"IN018103100","PATIALA, IN","1977-09-11","0.06",,"82","93",
"IN018103100","PATIALA, IN","1977-09-12","0.00",,"76","84",
"IN018103100","PATIALA, IN","1977-09-13","4.50",,"75","84",
"IN018103100","PATIALA, IN","1977-09-14","0.16",,"77",,
"IN018103100","PATIALA, IN","1977-09-15","2.42",,,,
"IN018103100","PATIALA, IN","1977-09-16","0.00",,"78","86",
"IN018103100","PATIALA, IN","1977-09-17","0.00",,"80","88","75"
"IN018103100","PATIALA, IN","1977-09-18","0.00",,"84","91",
"IN018103100","PATIALA, IN","1977-09-19","0.00",,"82","88","75"
"IN018103100","PATIALA, IN","1977-09-20","0.00",,"82",,"73"
"IN018103100","PATIALA, IN","1977-09-21","0.00",,"81","91","73"
"IN018103100","PATIALA, IN","1977-09-22","0.00",,"85","91",
"IN018103100","PATIALA, IN","1977-09-23","0.00",,"77","93",
"IN018103100","PATIALA, IN","1977-09-24","1.18",,,,
"IN018103100","PATIALA, IN","1977-09-25","0.00",,"80","90","70"
"IN018103100","PATIALA, IN","1977-09-26","0.00",,"79","90","70"
"IN018103100","PATIALA, IN","1977-09-27","0.00",,"82","93","72"
"IN018103100","PATIALA, IN","1977-09-28","0.00",,"81","93","72"
"IN018103100","PATIALA, IN","1977-09-29","0.00",,,,
"IN018103100","PATIALA, IN","1977-09-30","0.00",,"81",,
"IN018103100","PATIALA, IN","1977-10-01","0.00",,"77","86",
"IN018103100","PATIALA, IN","1977-10-02","0.35",,"76","84","70"
"IN018103100","PATIALA, IN","1977-10-03","0.00",,"78","90","70"
"IN018103100","PATIALA, IN","1977-10-04","0.00",,"80","90","70"
"IN018103100","PATIALA, IN","1977-10-05","0.00",,"80","91","70"
"IN018103100","PATIALA, IN","1977-10-06","0.00",,"80","93","70"
"IN018103100","PATIALA, IN","1977-10-07","0.00",,"77",,"70"
"IN018103100","PATIALA, IN","1977-10-08","0.00",,"78",,
"IN018103100","PATIALA, IN","1977-10-09","0.00",,"78",,"68"
"IN018103100","PATIALA, IN","1977-10-10","0.00",,,,
"IN018103100","PATIALA, IN","1977-10-11","0.00",,,,
"IN018103100","PATIALA, IN","1977-10-12","0.00",,"73","91","68"
"IN018103100","PATIALA, IN","1977-10-13","0.00",,,,
"IN018103100","PATIALA, IN","1977-10-14","0.00",,"75","91",
"IN018103100","PATIALA, IN","1977-10-15","0.00",,"78","90",
"IN018103100","PATIALA, IN","1977-10-16","0.00",,"71",,
"IN018103100","PATIALA, IN","1977-10-17","0.00",,"74","90",
"IN018103100","PATIALA, IN","1977-10-18","0.00",,"74",,"57"
"IN018103100","PATIALA, IN","1977-10-19","0.00",,"76","88","59"
"IN018103100","PATIALA, IN","1977-10-20","0.00",,"70","88","61"
"IN018103100","PATIALA, IN","1977-10-21","0.00",,,,
"IN018103100","PATIALA, IN","1977-10-22","0.00",,"75","99",
"IN018103100","PATIALA, IN","1977-10-23","0.00",,"71","88",
"IN018103100","PATIALA, IN","1977-10-24","0.00",,"72",,"64"
"IN018103100","PATIALA, IN","1977-10-25","0.00",,"77",,
