"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"IN018103100","PATIALA, IN","2006-08-10",,,"89","98","80"
"IN018103100","PATIALA, IN","2006-08-11",,,"89","98","79"
"IN018103100","PATIALA, IN","2006-08-12",,,"89","98","82"
"IN018103100","PATIALA, IN","2006-08-13",,,"89","98","82"
"IN018103100","PATIALA, IN","2006-08-14",,,"87","98",
"IN018103100","PATIALA, IN","2006-08-15",,,"87","96","79"
"IN018103100","PATIALA, IN","2006-08-16","0.00",,"90","97","80"
"IN018103100","PATIALA, IN","2006-08-17",,,"90","97","83"
"IN018103100","PATIALA, IN","2006-08-18",,,"90","99","81"
"IN018103100","PATIALA, IN","2006-08-19",,,"87","97","83"
"IN018103100","PATIALA, IN","2006-08-20",,,"85","95","78"
"IN018103100","PATIALA, IN","2006-08-21",,,"88","95","80"
"IN018103100","PATIALA, IN","2006-08-22",,,"87","97",
"IN018103100","PATIALA, IN","2006-08-23",,,"84","97","79"
"IN018103100","PATIALA, IN","2006-08-24",,,"82","94",
"IN018103100","PATIALA, IN","2006-08-25",,,"84","94","77"
"IN018103100","PATIALA, IN","2006-08-26",,,"84","93","78"
"IN018103100","PATIALA, IN","2006-08-27",,,"85","93","78"
"IN018103100","PATIALA, IN","2006-08-28","0.35",,"82","93","73"
"IN018103100","PATIALA, IN","2006-08-29","0.00",,"84","93","76"
"IN018103100","PATIALA, IN","2006-08-30",,,"79","92","76"
"IN018103100","PATIALA, IN","2006-08-31",,,"79","92",
"IN018103100","PATIALA, IN","2006-09-01",,,"83",,
"IN018103100","PATIALA, IN","2006-09-02","0.51",,"77","92",
"IN018103100","PATIALA, IN","2006-09-03","0.00",,"79","89",
"IN018103100","PATIALA, IN","2006-09-04",,,"78","92",
"IN018103100","PATIALA, IN","2006-09-05",,,"84","93","71"
"IN018103100","PATIALA, IN","2006-09-06",,,"83","94",
"IN018103100","PATIALA, IN","2006-09-07","0.01",,"88",,"78"
"IN018103100","PATIALA, IN","2006-09-08","0.00",,"85","94","79"
"IN018103100","PATIALA, IN","2006-09-09",,,"83","93","78"
"IN018103100","PATIALA, IN","2006-09-10",,,"83","93","79"
"IN018103100","PATIALA, IN","2006-09-11",,,"85","94","78"
"IN018103100","PATIALA, IN","2006-09-12",,,"86","96","78"
"IN018103100","PATIALA, IN","2006-09-13",,,"83","96",
"IN018103100","PATIALA, IN","2006-09-14",,,"83","92","76"
"IN018103100","PATIALA, IN","2006-09-15",,,"81","95","73"
"IN018103100","PATIALA, IN","2006-09-16",,,"84","95","74"
"IN018103100","PATIALA, IN","2006-09-17",,,"85","95","78"
"IN018103100","PATIALA, IN","2006-09-18",,,"86","95",
"IN018103100","PATIALA, IN","2006-09-19",,,"86","96","78"
"IN018103100","PATIALA, IN","2006-09-20",,,"83","96",
"IN018103100","PATIALA, IN","2006-09-21",,,"83",,
"IN018103100","PATIALA, IN","2006-09-22",,,"76","94",
"IN018103100","PATIALA, IN","2006-09-23",,,"77","94","64"
"IN018103100","PATIALA, IN","2006-09-24",,,"78","93","67"
"IN018103100","PATIALA, IN","2006-09-25",,,"81","94","69"
"IN018103100","PATIALA, IN","2006-09-26",,,"81","94","69"
"IN018103100","PATIALA, IN","2006-09-27",,,"83","96","71"
"IN018103100","PATIALA, IN","2006-09-28",,,"80","96","69"
"IN018103100","PATIALA, IN","2006-09-29",,,"82","95","66"
"IN018103100","PATIALA, IN","2006-09-30",,,"83","97","70"
"IN018103100","PATIALA, IN","2006-10-01",,,"83","98","70"
"IN018103100","PATIALA, IN","2006-10-02",,,"83","98","69"
"IN018103100","PATIALA, IN","2006-10-03",,,"83","97","70"
"IN018103100","PATIALA, IN","2006-10-04",,,"81","96","71"
"IN018103100","PATIALA, IN","2006-10-05",,,"81","96","71"
"IN018103100","PATIALA, IN","2006-10-06",,,"81","98","70"
"IN018103100","PATIALA, IN","2006-10-07",,,"81","98","72"
"IN018103100","PATIALA, IN","2006-10-08",,,"81","98","72"
"IN018103100","PATIALA, IN","2006-10-09",,,"83","95","72"
"IN018103100","PATIALA, IN","2006-10-10",,,"81","95",
"IN018103100","PATIALA, IN","2006-10-11",,,"83","94","70"
"IN018103100","PATIALA, IN","2006-10-12",,,"81","94","69"
"IN018103100","PATIALA, IN","2006-10-13",,,"78","95",
"IN018103100","PATIALA, IN","2006-10-14",,,"77","95","66"
"IN018103100","PATIALA, IN","2006-10-15",,,"77","94","65"
"IN018103100","PATIALA, IN","2006-10-16",,,"78","94","65"
"IN018103100","PATIALA, IN","2006-10-17",,,"78","93","65"
"IN018103100","PATIALA, IN","2006-10-18",,,"78","93","64"
"IN018103100","PATIALA, IN","2006-10-19",,,"74","93",
"IN018103100","PATIALA, IN","2006-10-20","0.04",,"68","86",
"IN018103100","PATIALA, IN","2006-10-21","0.00",,"71","84","59"
"IN018103100","PATIALA, IN","2006-10-22",,,"68","84",
"IN018103100","PATIALA, IN","2006-10-23",,,"70","87","57"
"IN018103100","PATIALA, IN","2006-10-24",,,"73","88","59"
"IN018103100","PATIALA, IN","2006-10-25",,,"72","89","61"
"IN018103100","PATIALA, IN","2006-10-26",,,"72","89","61"
"IN018103100","PATIALA, IN","2006-10-27",,,"72","88","60"
"IN018103100","PATIALA, IN","2006-10-28",,,"72","88","61"
"IN018103100","PATIALA, IN","2006-10-29",,,"73","88","58"
"IN018103100","PATIALA, IN","2006-10-30",,,"72","88","58"
"IN018103100","PATIALA, IN","2006-10-31",,,"73","89","61"
"IN018103100","PATIALA, IN","2006-11-01",,,"72","89","60"
"IN018103100","PATIALA, IN","2006-11-02",,,"71","89","61"
"IN018103100","PATIALA, IN","2006-11-03",,,"71","88","60"
"IN018103100","PATIALA, IN","2006-11-04",,,"72","88","60"
"IN018103100","PATIALA, IN","2006-11-05",,,"72","87","62"
"IN018103100","PATIALA, IN","2006-11-06",,,"72","88","59"
"IN018103100","PATIALA, IN","2006-11-07",,,"71","89","59"
"IN018103100","PATIALA, IN","2006-11-08",,,"70","89","62"
"IN018103100","PATIALA, IN","2006-11-09",,,"72","87",
"IN018103100","PATIALA, IN","2006-11-10",,,"70","85","61"
"IN018103100","PATIALA, IN","2006-11-11",,,"69","86","59"
"IN018103100","PATIALA, IN","2006-11-12",,,"69","86","58"
"IN018103100","PATIALA, IN","2006-11-13",,,"69","84","59"
"IN018103100","PATIALA, IN","2006-11-14",,,"66","87","57"
"IN018103100","PATIALA, IN","2006-11-15",,,"68","87","51"
"IN018103100","PATIALA, IN","2006-11-16",,,"68","86","56"
"IN018103100","PATIALA, IN","2006-11-17",,,"69","84","56"
"IN018103100","PATIALA, IN","2006-11-18",,,"67","85","60"
"IN018103100","PATIALA, IN","2006-11-19",,,"67","81","58"
"IN018103100","PATIALA, IN","2006-11-20",,,"65","81","57"
"IN018103100","PATIALA, IN","2006-11-21",,,"67","81","54"
"IN018103100","PATIALA, IN","2006-11-22","0.47",,"63","81","56"
"IN018103100","PATIALA, IN","2006-11-23","0.01",,"62","75","54"
"IN018103100","PATIALA, IN","2006-11-24","0.00",,"60","75",
"IN018103100","PATIALA, IN","2006-11-25",,,"59","75","45"
"IN018103100","PATIALA, IN","2006-11-26",,,"58","75","48"
"IN018103100","PATIALA, IN","2006-11-27",,,"57","74","45"
"IN018103100","PATIALA, IN","2006-11-28",,,"58","74","43"
"IN018103100","PATIALA, IN","2006-11-29",,,"59","77","43"
"IN018103100","PATIALA, IN","2006-11-30",,,"60","77","45"
"IN018103100","PATIALA, IN","2006-12-01",,,"60","77","48"
"IN018103100","PATIALA, IN","2006-12-02",,,"62","76","49"
"IN018103100","PATIALA, IN","2006-12-03",,,"63","78","51"
"IN018103100","PATIALA, IN","2006-12-04",,,"59","78","56"
"IN018103100","PATIALA, IN","2006-12-05",,,"64","74","57"
"IN018103100","PATIALA, IN","2006-12-06",,,"60","74",
"IN018103100","PATIALA, IN","2006-12-07",,,"53","74","47"
"IN018103100","PATIALA, IN","2006-12-08",,,"55","68","44"
"IN018103100","PATIALA, IN","2006-12-09",,,"56","71","47"
"IN018103100","PATIALA, IN","2006-12-10",,,"57","71","49"
"IN018103100","PATIALA, IN","2006-12-11","0.01",,"55","71","47"
"IN018103100","PATIALA, IN","2006-12-12","0.00",,"54",,
"IN018103100","PATIALA, IN","2006-12-13",,,"55","68","46"
"IN018103100","PATIALA, IN","2006-12-14",,,"60","73","47"
"IN018103100","PATIALA, IN","2006-12-15",,,"60","73","47"
"IN018103100","PATIALA, IN","2006-12-16",,,"59","76","48"
"IN018103100","PATIALA, IN","2006-12-17",,,"60","76","45"
"IN018103100","PATIALA, IN","2006-12-18",,,"60","73",
"IN018103100","PATIALA, IN","2006-12-19",,,"54","73","41"
"IN018103100","PATIALA, IN","2006-12-20",,,"60","73","49"
"IN018103100","PATIALA, IN","2006-12-21",,,"58","73","49"
"IN018103100","PATIALA, IN","2006-12-22",,,"60","75","47"
"IN018103100","PATIALA, IN","2006-12-23",,,"54","75","46"
"IN018103100","PATIALA, IN","2006-12-24",,,"58","74","42"
"IN018103100","PATIALA, IN","2006-12-25",,,"58","73","45"
"IN018103100","PATIALA, IN","2006-12-26","0.08",,"57","73","52"
"IN018103100","PATIALA, IN","2006-12-27","0.02",,"58","70","49"
"IN018103100","PATIALA, IN","2006-12-28","0.00",,"56","70","46"
"IN018103100","PATIALA, IN","2006-12-29",,,"53","69","42"
"IN018103100","PATIALA, IN","2006-12-30",,,"52","69","39"
"IN018103100","PATIALA, IN","2006-12-31",,,"51","67","41"
"IN018103100","PATIALA, IN","2007-01-01",,,"50","64","41"
"IN018103100","PATIALA, IN","2007-01-02",,,"52","67","47"
"IN018103100","PATIALA, IN","2007-01-03",,,"52","67","41"
"IN018103100","PATIALA, IN","2007-01-04",,,"49","66","40"
"IN018103100","PATIALA, IN","2007-01-05",,,"49","66","33"
"IN018103100","PATIALA, IN","2007-01-06",,,"46","63","32"
"IN018103100","PATIALA, IN","2007-01-07",,,"49","63","33"
"IN018103100","PATIALA, IN","2007-01-08",,,"48","66","36"
"IN018103100","PATIALA, IN","2007-01-09",,,"50","66","39"
"IN018103100","PATIALA, IN","2007-01-10",,,"49","66","37"
"IN018103100","PATIALA, IN","2007-01-11",,,"52","67",
"IN018103100","PATIALA, IN","2007-01-12",,,"49","68","35"
"IN018103100","PATIALA, IN","2007-01-13",,,"54","67","40"
"IN018103100","PATIALA, IN","2007-01-14",,,"53","67","42"
"IN018103100","PATIALA, IN","2007-01-15",,,"54","70","38"
"IN018103100","PATIALA, IN","2007-01-16",,,"54","70","42"
"IN018103100","PATIALA, IN","2007-01-17",,,"56","71","41"
"IN018103100","PATIALA, IN","2007-01-18",,,"57","69",
"IN018103100","PATIALA, IN","2007-01-19",,,"59","73","44"
"IN018103100","PATIALA, IN","2007-01-20",,,"56","73","45"
"IN018103100","PATIALA, IN","2007-01-21",,,"54","69","40"
"IN018103100","PATIALA, IN","2007-01-22",,,"54","69","41"
"IN018103100","PATIALA, IN","2007-01-23",,,"54","72","38"
"IN018103100","PATIALA, IN","2007-01-24",,,"56","72","40"
"IN018103100","PATIALA, IN","2007-01-25",,,"58","77","44"
"IN018103100","PATIALA, IN","2007-01-26",,,"62","78","45"
"IN018103100","PATIALA, IN","2007-01-27",,,"63","78","52"
"IN018103100","PATIALA, IN","2007-01-28",,,"61","80","48"
"IN018103100","PATIALA, IN","2007-01-29",,,"64","83",
"IN018103100","PATIALA, IN","2007-01-30","0.20",,"64","83",
"IN018103100","PATIALA, IN","2007-01-31","0.03",,"60","76","49"
"IN018103100","PATIALA, IN","2007-02-01","0.00",,"63","77","51"
"IN018103100","PATIALA, IN","2007-02-02",,,"60","77","45"
"IN018103100","PATIALA, IN","2007-02-03",,,"60","77","47"
"IN018103100","PATIALA, IN","2007-02-04",,,"62","76","54"
"IN018103100","PATIALA, IN","2007-02-05",,,"64","76","52"
"IN018103100","PATIALA, IN","2007-02-06","0.03",,"65","77","57"
"IN018103100","PATIALA, IN","2007-02-07","0.00",,"61","77","54"
"IN018103100","PATIALA, IN","2007-02-08","0.12",,"60","72","49"
"IN018103100","PATIALA, IN","2007-02-09","0.00",,"62","72","55"
"IN018103100","PATIALA, IN","2007-02-10",,,"60","69",
"IN018103100","PATIALA, IN","2007-02-11","1.73",,"56","64","48"
"IN018103100","PATIALA, IN","2007-02-12","0.28",,"58","67","51"
"IN018103100","PATIALA, IN","2007-02-13","0.12",,"54","67","50"
"IN018103100","PATIALA, IN","2007-02-14","0.16",,"55","63","51"
"IN018103100","PATIALA, IN","2007-02-15","0.00",,"56","68","45"
"IN018103100","PATIALA, IN","2007-02-16",,,"57","69","49"
"IN018103100","PATIALA, IN","2007-02-17",,,"57","70","43"
"IN018103100","PATIALA, IN","2007-02-18",,,"56","70","44"
"IN018103100","PATIALA, IN","2007-02-19","0.06",,"61","74","48"
"IN018103100","PATIALA, IN","2007-02-20","0.00",,"60","74","47"
"IN018103100","PATIALA, IN","2007-02-21",,,"61","77","49"
"IN018103100","PATIALA, IN","2007-02-22",,,"61","77",
"IN018103100","PATIALA, IN","2007-02-23",,,"61","77","47"
"IN018103100","PATIALA, IN","2007-02-24",,,"61","76","46"
"IN018103100","PATIALA, IN","2007-02-25",,,"61","76","50"
"IN018103100","PATIALA, IN","2007-02-26",,,"60","77","50"
"IN018103100","PATIALA, IN","2007-02-27",,,"64","77","56"
"IN018103100","PATIALA, IN","2007-02-28","0.01",,"60","71",
"IN018103100","PATIALA, IN","2007-03-01","0.91",,"62","71","54"
"IN018103100","PATIALA, IN","2007-03-02","0.00",,"62","73","51"
"IN018103100","PATIALA, IN","2007-03-03",,,"60","75","52"
"IN018103100","PATIALA, IN","2007-03-04",,,"65","78","50"
"IN018103100","PATIALA, IN","2007-03-05",,,"61","78","52"
"IN018103100","PATIALA, IN","2007-03-06",,,"62","78","49"
"IN018103100","PATIALA, IN","2007-03-07",,,"60","78","48"
"IN018103100","PATIALA, IN","2007-03-08",,,"67","82","49"
"IN018103100","PATIALA, IN","2007-03-09",,,"68","82","52"
"IN018103100","PATIALA, IN","2007-03-10","0.02",,"67","80","60"
"IN018103100","PATIALA, IN","2007-03-11","0.12",,"65","80","54"
"IN018103100","PATIALA, IN","2007-03-12","0.28",,"60","79",
"IN018103100","PATIALA, IN","2007-03-13","0.55",,"64","75","56"
"IN018103100","PATIALA, IN","2007-03-14","0.00",,"60","75","47"
"IN018103100","PATIALA, IN","2007-03-15",,,"59","73","49"
"IN018103100","PATIALA, IN","2007-03-16",,,"62","77","51"
"IN018103100","PATIALA, IN","2007-03-17",,,"66","80","55"
"IN018103100","PATIALA, IN","2007-03-18",,,"71","85","56"
"IN018103100","PATIALA, IN","2007-03-19",,,"72","85","59"
"IN018103100","PATIALA, IN","2007-03-20","0.02",,"76","87","66"
"IN018103100","PATIALA, IN","2007-03-21","0.00",,"70","89",
"IN018103100","PATIALA, IN","2007-03-22","0.04",,"67","89","56"
"IN018103100","PATIALA, IN","2007-03-23","0.00",,"69","82","58"
"IN018103100","PATIALA, IN","2007-03-24",,,"70","83","57"
"IN018103100","PATIALA, IN","2007-03-25",,,"68","83","57"
"IN018103100","PATIALA, IN","2007-03-26",,,"74","86","57"
"IN018103100","PATIALA, IN","2007-03-27",,,"72",,"60"
"IN018103100","PATIALA, IN","2007-03-28",,,"76","92","60"
"IN018103100","PATIALA, IN","2007-03-29",,,"78","94","61"
"IN018103100","PATIALA, IN","2007-03-30",,,"81","98","63"
"IN018103100","PATIALA, IN","2007-03-31",,,"84","99","68"
"IN018103100","PATIALA, IN","2007-04-01",,,"80","99","69"
"IN018103100","PATIALA, IN","2007-04-02",,,"75","98",
"IN018103100","PATIALA, IN","2007-04-03",,,"74","90","59"
"IN018103100","PATIALA, IN","2007-04-04",,,"75","93","59"
"IN018103100","PATIALA, IN","2007-04-05",,,"80","96",
"IN018103100","PATIALA, IN","2007-04-06",,,"82","96","65"
"IN018103100","PATIALA, IN","2007-04-07",,,"84","97","69"
"IN018103100","PATIALA, IN","2007-04-08",,,"82","97","66"
"IN018103100","PATIALA, IN","2007-04-09",,,"81","96","64"
"IN018103100","PATIALA, IN","2007-04-10",,,"83","99","68"
"IN018103100","PATIALA, IN","2007-04-11",,,"83","101","65"
"IN018103100","PATIALA, IN","2007-04-12",,,"86","102","66"
"IN018103100","PATIALA, IN","2007-04-13",,,"83","103","67"
"IN018103100","PATIALA, IN","2007-04-14",,,"87","104","70"
"IN018103100","PATIALA, IN","2007-04-15",,,"89","104","75"
"IN018103100","PATIALA, IN","2007-04-16",,,"89","104","74"
"IN018103100","PATIALA, IN","2007-04-17",,,"90","104","76"
"IN018103100","PATIALA, IN","2007-04-18","0.20",,"78","104","69"
"IN018103100","PATIALA, IN","2007-04-19","0.16",,"85","99","69"
"IN018103100","PATIALA, IN","2007-04-20","0.00",,"85","101","72"
"IN018103100","PATIALA, IN","2007-04-21","0.08",,"86","101","69"
"IN018103100","PATIALA, IN","2007-04-22","0.00",,"86","103","68"
"IN018103100","PATIALA, IN","2007-04-23",,,"89","105","72"
"IN018103100","PATIALA, IN","2007-04-26",,,"87","105","68"
"IN018103100","PATIALA, IN","2007-04-28",,,"90","107","71"
"IN018103100","PATIALA, IN","2007-05-01",,,"91","103","80"
"IN018103100","PATIALA, IN","2007-05-02",,,"87","100",
"IN018103100","PATIALA, IN","2007-05-03",,,"86","98","74"
"IN018103100","PATIALA, IN","2007-05-04",,,"84","99","74"
"IN018103100","PATIALA, IN","2007-05-05",,,"89",,"73"
"IN018103100","PATIALA, IN","2007-05-06",,,"91","107","77"
"IN018103100","PATIALA, IN","2007-05-07",,,"89","107","77"
"IN018103100","PATIALA, IN","2007-05-08",,,"89","99","78"
"IN018103100","PATIALA, IN","2007-05-09","0.02",,"89","103","71"
"IN018103100","PATIALA, IN","2007-05-10","0.00",,"91","103","77"
"IN018103100","PATIALA, IN","2007-05-11","0.12",,"87","102","74"
"IN018103100","PATIALA, IN","2007-05-12","0.00",,"86","102","70"
"IN018103100","PATIALA, IN","2007-05-13",,,"88","99","75"
"IN018103100","PATIALA, IN","2007-05-14",,,"91","103","77"
"IN018103100","PATIALA, IN","2007-05-15",,,"96","107","81"
"IN018103100","PATIALA, IN","2007-05-16",,,"92","107","85"
"IN018103100","PATIALA, IN","2007-05-17",,,"93","102",
"IN018103100","PATIALA, IN","2007-05-18",,,"92","104","81"
"IN018103100","PATIALA, IN","2007-05-19",,,"92","104","83"
"IN018103100","PATIALA, IN","2007-05-21",,,"94","106",
"IN018103100","PATIALA, IN","2007-05-22",,,"92","106","81"
"IN018103100","PATIALA, IN","2007-05-23","0.00",,"92","106","76"
"IN018103100","PATIALA, IN","2007-05-24",,,"89","107","73"
"IN018103100","PATIALA, IN","2007-05-25",,,"92","107","77"
"IN018103100","PATIALA, IN","2007-05-26",,,"79","107",
"IN018103100","PATIALA, IN","2007-05-27",,,"85","98","65"
"IN018103100","PATIALA, IN","2007-05-28",,,"84","102","71"
"IN018103100","PATIALA, IN","2007-05-29",,,"88","102","71"
"IN018103100","PATIALA, IN","2007-05-30",,,"91","103","73"
"IN018103100","PATIALA, IN","2007-05-31",,,"91","105","77"
"IN018103100","PATIALA, IN","2007-06-01",,,"94","107","75"
"IN018103100","PATIALA, IN","2007-06-02",,,"97","110","79"
"IN018103100","PATIALA, IN","2007-06-03",,,"95","111","79"
"IN018103100","PATIALA, IN","2007-06-04",,,"90","111","81"
"IN018103100","PATIALA, IN","2007-06-05",,,"93","106","78"
"IN018103100","PATIALA, IN","2007-06-06",,,"96","108","83"
"IN018103100","PATIALA, IN","2007-06-07",,,"97","110","85"
"IN018103100","PATIALA, IN","2007-06-08",,,"95","110","84"
"IN018103100","PATIALA, IN","2007-06-09",,,"100","114","83"
"IN018103100","PATIALA, IN","2007-06-10",,,"100","114","85"
"IN018103100","PATIALA, IN","2007-06-11",,,"93","113","86"
"IN018103100","PATIALA, IN","2007-06-12",,,"89","105",
"IN018103100","PATIALA, IN","2007-06-13","0.01",,"89","101","80"
"IN018103100","PATIALA, IN","2007-06-14","0.08",,"87","101","80"
"IN018103100","PATIALA, IN","2007-06-15","0.16",,"80","98","74"
"IN018103100","PATIALA, IN","2007-06-16","1.18",,"83","92","77"
"IN018103100","PATIALA, IN","2007-06-17","0.24",,"77","92","74"
"IN018103100","PATIALA, IN","2007-06-18","0.08",,"82","92","76"
"IN018103100","PATIALA, IN","2007-06-19","0.00",,"83","93","70"
"IN018103100","PATIALA, IN","2007-06-20","0.02",,"85","93","76"
"IN018103100","PATIALA, IN","2007-06-21","0.00",,"88","96","79"
"IN018103100","PATIALA, IN","2007-06-22",,,"92","101","75"
"IN018103100","PATIALA, IN","2007-06-23",,,"91","101","85"
"IN018103100","PATIALA, IN","2007-06-24",,,"93","100","84"
"IN018103100","PATIALA, IN","2007-06-25",,,"91","101","84"
"IN018103100","PATIALA, IN","2007-06-26",,,"88","101","79"
"IN018103100","PATIALA, IN","2007-06-27",,,"89","98","83"
"IN018103100","PATIALA, IN","2007-06-28",,,"85","98",
"IN018103100","PATIALA, IN","2007-06-29",,,"86","99",
"IN018103100","PATIALA, IN","2007-07-01",,,"90","101",
"IN018103100","PATIALA, IN","2007-07-02",,,"89","96","84"
"IN018103100","PATIALA, IN","2007-07-03",,,"84","96",
"IN018103100","PATIALA, IN","2007-07-04",,,"88","96","79"
"IN018103100","PATIALA, IN","2007-07-05",,,"90","99","80"
"IN018103100","PATIALA, IN","2007-07-06",,,"91","99","83"
"IN018103100","PATIALA, IN","2007-07-07",,,"91","101",
"IN018103100","PATIALA, IN","2007-07-08",,,"82","101",
"IN018103100","PATIALA, IN","2007-07-09",,,"89","97","79"
"IN018103100","PATIALA, IN","2007-07-10",,,"91","97","82"
"IN018103100","PATIALA, IN","2007-07-11",,,"91","99","85"
"IN018103100","PATIALA, IN","2007-07-12",,,"93","101","85"
"IN018103100","PATIALA, IN","2007-07-13",,,"87","101",
"IN018103100","PATIALA, IN","2007-07-14","1.22",,"81",,"72"
"IN018103100","PATIALA, IN","2007-07-15","0.00",,"84","92","81"
"IN018103100","PATIALA, IN","2007-07-16","0.04",,"87","96","79"
"IN018103100","PATIALA, IN","2007-07-17","0.00",,"87","98",
"IN018103100","PATIALA, IN","2007-07-18",,,"90","98","83"
"IN018103100","PATIALA, IN","2007-07-19",,,"91","98","81"
"IN018103100","PATIALA, IN","2007-07-20",,,"88","98","85"
"IN018103100","PATIALA, IN","2007-07-21",,,"88","97","83"
"IN018103100","PATIALA, IN","2007-07-22",,,"89","99","82"
"IN018103100","PATIALA, IN","2007-07-23",,,"86","99","81"
"IN018103100","PATIALA, IN","2007-07-24","0.31",,"87","96","78"
"IN018103100","PATIALA, IN","2007-07-25","0.00",,"87","95","83"
"IN018103100","PATIALA, IN","2007-07-26",,,"91","99",
"IN018103100","PATIALA, IN","2007-07-27",,,"84","99",
"IN018103100","PATIALA, IN","2007-07-28","0.02",,"83","93","77"
"IN018103100","PATIALA, IN","2007-07-29","0.04",,"87","94","79"
"IN018103100","PATIALA, IN","2007-07-30","0.00",,"89","97","83"
"IN018103100","PATIALA, IN","2007-07-31",,,"90","100","84"
"IN018103100","PATIALA, IN","2007-08-01",,,"85","100",
"IN018103100","PATIALA, IN","2007-08-02",,,"79","96",
"IN018103100","PATIALA, IN","2007-08-03",,,"81","86","78"
"IN018103100","PATIALA, IN","2007-08-04","0.24",,"81","88",
"IN018103100","PATIALA, IN","2007-08-05","1.10",,"88","95","80"
"IN018103100","PATIALA, IN","2007-08-06","0.00",,"87","97",
"IN018103100","PATIALA, IN","2007-08-07",,,"90","98","81"
"IN018103100","PATIALA, IN","2007-08-08",,,"88","98","83"
"IN018103100","PATIALA, IN","2007-08-09",,,"89","96","82"
"IN018103100","PATIALA, IN","2007-08-10",,,"89","97","82"
"IN018103100","PATIALA, IN","2007-08-11",,,"87","97",
"IN018103100","PATIALA, IN","2007-08-12",,,"83","95","80"
"IN018103100","PATIALA, IN","2007-08-13","0.55",,"84","92",
"IN018103100","PATIALA, IN","2007-08-14","0.94",,"87","94","78"
"IN018103100","PATIALA, IN","2007-08-15","0.00",,"87","95","79"
"IN018103100","PATIALA, IN","2007-08-16",,,"87","95","81"
"IN018103100","PATIALA, IN","2007-08-17",,,"84","95",
"IN018103100","PATIALA, IN","2007-08-18",,,"88","96","82"
"IN018103100","PATIALA, IN","2007-08-19",,,"81","96",
"IN018103100","PATIALA, IN","2007-08-20",,,"84","92","78"
"IN018103100","PATIALA, IN","2007-08-21",,,"87","95","81"
"IN018103100","PATIALA, IN","2007-08-22",,,"87","95","82"
"IN018103100","PATIALA, IN","2007-08-23",,,"85","94","80"
"IN018103100","PATIALA, IN","2007-08-24","0.03",,"86","94","81"
"IN018103100","PATIALA, IN","2007-08-25","0.00",,"83","93",
"IN018103100","PATIALA, IN","2007-08-26","0.63",,"85",,"80"
"IN018103100","PATIALA, IN","2007-08-27","0.00",,"88","97","80"
"IN018103100","PATIALA, IN","2007-08-29",,,"84","92",
"IN018103100","PATIALA, IN","2007-08-30",,,"89","95",
"IN018103100","PATIALA, IN","2007-08-31",,,"85","95","78"
"IN018103100","PATIALA, IN","2007-09-01",,,"84","94",
"IN018103100","PATIALA, IN","2007-09-02",,,"86","94",
"IN018103100","PATIALA, IN","2007-09-03",,,"86","94","82"
"IN018103100","PATIALA, IN","2007-09-04",,,"87","96","79"
"IN018103100","PATIALA, IN","2007-09-05",,,"85","96",
"IN018103100","PATIALA, IN","2007-09-06","1.18",,"77","94",
"IN018103100","PATIALA, IN","2007-09-07","0.04",,"82","91","73"
"IN018103100","PATIALA, IN","2007-09-08","0.00",,"85","92","77"
"IN018103100","PATIALA, IN","2007-09-09",,,"85","94","78"
"IN018103100","PATIALA, IN","2007-09-10",,,"84","95",
"IN018103100","PATIALA, IN","2007-09-11",,,"82","95","74"
"IN018103100","PATIALA, IN","2007-09-12",,,"82","93","74"
"IN018103100","PATIALA, IN","2007-09-13",,,"79","93","74"
"IN018103100","PATIALA, IN","2007-09-14",,,"81","92","71"
"IN018103100","PATIALA, IN","2007-09-15",,,"84","94","76"
"IN018103100","PATIALA, IN","2007-09-16",,,"85","94","76"
"IN018103100","PATIALA, IN","2007-09-17",,,"84","94","78"
"IN018103100","PATIALA, IN","2007-09-18",,,"86","96","78"
"IN018103100","PATIALA, IN","2007-09-19",,,"87","97","79"
"IN018103100","PATIALA, IN","2007-09-20",,,"84","97",
"IN018103100","PATIALA, IN","2007-09-21",,,"84","96","75"
"IN018103100","PATIALA, IN","2007-09-22","0.04",,"78","95","72"
"IN018103100","PATIALA, IN","2007-09-23","0.00",,"85","96","75"
"IN018103100","PATIALA, IN","2007-09-24",,,"82","96",
"IN018103100","PATIALA, IN","2007-09-25",,,"81","94",
"IN018103100","PATIALA, IN","2007-09-26","0.04",,"78","91","70"
"IN018103100","PATIALA, IN","2007-09-27","0.00",,"79","90","73"
"IN018103100","PATIALA, IN","2007-09-28",,,"80","91","72"
"IN018103100","PATIALA, IN","2007-09-29","0.00",,"79","92","69"
"IN018103100","PATIALA, IN","2007-09-30",,,"78","93","65"
"IN018103100","PATIALA, IN","2007-10-01",,,"79","93","65"
"IN018103100","PATIALA, IN","2007-10-02",,,"78","95","63"
"IN018103100","PATIALA, IN","2007-10-03",,,"80","95","64"
"IN018103100","PATIALA, IN","2007-10-04",,,"75","95","63"
"IN018103100","PATIALA, IN","2007-10-05",,,"78","96",
"IN018103100","PATIALA, IN","2007-10-06",,,"77","96","61"
"IN018103100","PATIALA, IN","2007-10-07",,,"78","94","64"
"IN018103100","PATIALA, IN","2007-10-08",,,"75","93","60"
"IN018103100","PATIALA, IN","2007-10-09",,,"76","94","58"
"IN018103100","PATIALA, IN","2007-10-10",,,"74","94","60"
